Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
20--9226,2020/12/01,3:02 PM,JOHN QUINN RD btwn PARKWAY RD & IVESON DR (__3ZAZX0),__3ZAZX0,04 - At/near private drive,03 - P.D. only,02 - Angle,"07 - Fog, mist, smoke, dust",01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,381545.7918,5015459.788,45.27490572,-75.52186075,9425
20--9227,2020/12/01,3:05 PM,WEST HUNT CLUB RD @ WOODROFFE AVE (0000576),576,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363670.693,5021246.485,45.32869809,-75.74897239,9426
20--9228,2020/12/01,3:46 PM,INNES RD @ 298 E OF WILDFLOWER DR/LOBLAWS SC (0012918),12918,03 - At intersection,02 - Non-fatal injury,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,383190.7553,5035796.571,45.45769983,-75.49767203,9427
20--9229,2020/12/01,3:54 PM,SLACK RD btwn VAAN DR & GRENFELL CRES (__3ZA6N7),__3ZA6N7,04 - At/near private drive,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365780.1892,5020828.234,45.3247546,-75.722115,9428
20--923,2020/01/19,8:25 AM,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA (0001604),1604,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369127.8009,5033487.139,45.43835679,-75.67776652,9429
20--9230,2020/12/01,3:59 PM,SPRATT RD btwn OWLS CABIN AVE & LIMEBANK RD (__4O3KWJ),__4O3KWJ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369660.1986,5016805.54,45.2882114,-75.67315166,9430
20--9231,2020/12/01,4:09 PM,TERRY FOX DR @ FERNBANK RD (0011863),11863,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,354303.6384,5015130.478,45.27438825,-75.86907289,9431
20--9232,2020/12/01,4:15 PM,BANK ST @ MCLEOD ST (0007255),7255,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,05 - Dusk,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367948.712,5030487.572,45.41147519,-75.69322059,9432
20--9233,2020/12/01,4:15 PM,HUNT CLUB RD @ PAUL ANKA DR (0008224),8224,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369777.7238,5022897.493,45.34301463,-75.67085456,9433
20--9234,2020/12/01,4:22 PM,GREENBANK RD @ LISA AVE (0002753),2753,02 - Intersection related,03 - P.D. only,04 - Sideswipe,"07 - Fog, mist, smoke, dust",05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360554.6726,5022893.49,45.3437723,-75.78853548,9434
20--9235,2020/12/01,4:25 PM,EARL ARMSTRONG RD @ RIVER RD (0012470),12470,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367572.7202,5014684.4,45.26931513,-75.70002877,9435
20--9065,2020/11/25,9:37 AM,MARCH RD @ TERON RD (0011926),11926,02 - Intersection related,02 - Non-fatal injury,04 - Sideswipe,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,3,0,0,0,01 - Minimal,1,1,,,,351414.6139,5021779.481,45.33441516,-75.90526637,9436
20--9066,2020/11/25,9:58 AM,EAGLESON RD @ COPE DR/CADENCE GT (0011923),11923,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,354620.6219,5016027.421,45.28243676,-75.86494313,9437
20--9789,2020/12/21,1:30 PM,EAGLESON RD btwn MICHAEL COWPLAND DR/STONEHAVEN DR & 240 N OF CADENCE  (__3ZA41IA),__3ZA41IA,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,354438.8299,5016483.779,45.28655604,-75.86721462,9438
20--9695,2020/12/18,1:28 PM,CARTIER ST btwn LEWIS ST & WAVERLEY ST (__3ZA9UL),__3ZA9UL,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368442.2914,5031087.183,45.41682558,-75.68683789,9439
20--9067,2020/11/26,1:00 PM,BASELINE RD @ CLYDE AVE (0002343),2343,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,364358.701,5024890.514,45.36142861,-75.7397573,9440
20--979,2020/01/20,5:57 PM,BLAIR RD @ REGIONAL RD 174 N/OR174 IC112 RAMP61 (0003617),3617,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374634.733,5032991.571,45.4333696,-75.60745585,9441
20--9068,2020/11/26,1:50 PM,KING EDWARD AVE @ WILBROD ST (0002259),2259,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368675.7243,5032139.577,45.42627337,-75.68371916,9442
20--9696,2020/12/18,1:56 PM,FALLOWFIELD RD @ GREENBANK RD (0000549),549,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,01 - Minimal,1,1,,,,363080.6757,5016732.453,45.28813017,-75.75702958,9443
20--9790,2020/12/21,1:30 PM,HAWTHORNE RD @ HUNT CLUB RD (0007651),7651,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375507.748,5026406.531,45.37403318,-75.59724362,9444
20--9069,2020/11/26,10:00 PM,LAURIER AVE @ NICHOLAS ST (0010711),10711,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368373.6462,5031798.276,45.42322999,-75.68762314,9445
20--9697,2020/12/18,10:06 AM,NAVAHO DR @ WOODROFFE AVE/TRANSITWAY N BASELIN (0010359),10359,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362706.2148,5023492.806,45.34899059,-75.76101254,9446
20--9791,2020/12/21,1:45 PM,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD (0011858),11858,02 - Intersection related,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,351269.717,5018181.774,45.30205174,-75.90745246,9447
20--907,2020/01/19,3:01 PM,DES EPINETTES AVE @ PRESTWICK DR (0004495),4495,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,05 - Packed snow,02 - Stop sign,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,383334.762,5036664.568,45.46549312,-75.49569234,9448
20--9698,2020/12/18,10:30 AM,BANK ST @ CAHILL DR/DAZE ST (0012178),12178,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371306.8237,5024316.721,45.35564109,-75.6511538,9449
20--9792,2020/12/21,10:25 AM,RUSSELL RD S @ ST. LAURENT BLVD (0007734),7734,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373569.6588,5029260.542,45.39990519,-75.62158741,9450
20--9793,2020/12/21,10:43 AM,DUMAURIER AVE @ PINECREST RD (0002743),2743,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,360321.6719,5023834.489,45.35225788,-75.79140284,9451
20--9794,2020/12/21,11:01 AM,DOZOIS RD btwn LONGSHADOW ST & RIDEAU BEND CRES (__3ZA6LW),__3ZA6LW,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,03 - Major,1,,,1,,371730.9026,5011978.393,45.24458353,-75.64740736,9452
20--9795,2020/12/21,11:33 PM,SECOND AVE @ BRONSON AVE (0007717),7717,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,02 - Rain,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,367519.6991,5029162.56,45.39959171,-75.6988696,9453
20--9796,2020/12/21,12:05 PM,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD (__3ZA4SE),__3ZA4SE,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,370730.7974,5030735.877,45.41345277,-75.65764761,9454
20--9797,2020/12/21,12:41 PM,BANK ST btwn NEPEAN ST & LISGAR ST (__3ZA34Y),__3ZA34Y,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,367580.8108,5031103.839,45.41705327,-75.69784188,9455
20--9798,2020/12/21,12:47 PM,REGIONAL ROAD 174 btwn OR174 IC112 RAMP51 & OR174 IC112 RAMP15 (__3ZA2XE),__3ZA2XE,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,3,0,0,0,,0,,,,,375108.6268,5033058.088,45.43392059,-75.60139036,9456
20--9799,2020/12/21,2:10 PM,RUSSELL RD S @ ST. LAURENT BLVD (0007734),7734,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373569.7401,5029260.525,45.39990503,-75.62158638,9457
20--98,2020/01/04,1:35 PM,BANK ST @ HUNT CLUB RD (0002119),2119,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,371608.7441,5024096.522,45.35363111,-75.64733049,9458
20--980,2020/01/20,6:13 PM,BEATRICE DR @ STRANDHERD DR (0005447),5447,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365527.3706,5015321.487,45.27522721,-75.72601422,9459
20--9800,2020/12/21,2:50 PM,HAZELDEAN RD btwn GO/KA BOUNDARY & HUNTMAR DR/IBER RD (__3ZA3DJ),__3ZA3DJ,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,351094.2132,5016217.996,45.2843927,-75.90987353,9460
20--9801,2020/12/21,3:06 PM,HUNT CLUB RD btwn WEST HUNT CLUB RD & TURN LANE (__3ZBOEO),__3ZBOEO,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,367863.6627,5021896.664,45.33418405,-75.69540395,9461
20--9802,2020/12/21,3:12 AM,INNES RD @ LANTHIER DR/PRESTWICK DR (0004251),4251,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,0,02 - Minor,1,,1,,,383540.7653,5035988.571,45.45938791,-75.49316664,9462
20--9803,2020/12/21,3:15 PM,BRUIN RD @ CEDARVIEW RD (0005240),5240,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,1,0,0,,0,,,,,359230.4469,5020937.13,45.32627291,-75.80564733,9463
20--9804,2020/12/21,4:00 PM,BASELINE RD btwn MARSON ST & FISHER AVE (__3ZA4JL),__3ZA4JL,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,366051.7384,5025953.993,45.37085171,-75.71801652,9464
20--9419,2020/12/08,12:22 PM,MONTREAL RD @ ST. LAURENT BLVD (0002604),2604,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371545.7006,5033817.605,45.44110353,-75.64681967,9465
20--9805,2020/12/21,4:07 PM,OGILVIE RD @ ELMRIDGE DR/JASMINE CRES N (0008801),8801,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,375420.7211,5034060.584,45.44290902,-75.59725817,9466
20--9806,2020/12/21,4:12 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP67 & HWY417 IC123 RAMP62 (__3ZA2YZ),__3ZA2YZ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,364649.5397,5027847.509,45.38801038,-75.73568685,9467
20--9807,2020/12/21,4:53 PM,TERRY FOX DR @ WESTPHALIAN AVE (0014366),14366,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,353455.2261,5015759.789,45.28011017,-75.87982363,9468
20--9808,2020/12/21,5:00 PM,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD (0002715),2715,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,353673.622,5018424.46,45.30407235,-75.87677749,9469
20--9809,2020/12/21,5:02 PM,PRINCE OF WALES DR @ FALLOWFIELD RD (0000566),566,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,367399.708,5019166.47,45.30965974,-75.70166783,9470
20--981,2020/01/20,6:14 PM,BANK ST @ QUEENSDALE AVE (0009260),9260,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,2,,2,,,373336.7414,5023445.51,45.34760679,-75.62536911,9471
20--9810,2020/12/21,5:15 PM,OGILVIE RD @ CITY PARK DR E/CSIS HQ ACCESS (0003696),3696,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374189.0488,5033009.616,45.43357632,-75.61314883,9472
20--9811,2020/12/21,5:17 PM,CARP RD/HWY 417 CARP IC144R63 @ HWY 417 CARP I (0001100),1100,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,347300.5789,5015926.437,45.28200876,-75.95825485,9473
20--9812,2020/12/21,5:26 PM,HUNT CLUB RD @ UPLANDS DR (0010844),10844,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,370156.7265,5023121.485,45.34499484,-75.66598923,9474
20--9813,2020/12/21,5:30 PM,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD (0012475),12475,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,382637.744,5035567.544,45.45570106,-75.50477817,9475
20--9814,2020/12/21,5:30 PM,DONALD ST @ ST. LAURENT BLVD (0008630),8630,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,372093.7137,5032472.586,45.42894915,-75.6399993,9476
20--9815,2020/12/21,5:35 PM,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16 (__3ZA2R9),__3ZA2R9,01 - Non intersection,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,10 - No control,,3,0,0,0,,0,,,,,364871.8499,5028244.954,45.39156748,-75.73279969,9477
20--9816,2020/12/21,5:39 PM,HIGHWAY 417 btwn HWY417 IC127 RAMP16 & HWY417 IC127 RAMP63 (__3ZA2UP),__3ZA2UP,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,02 - Wet,10 - No control,,3,0,0,0,,0,,,,,362067.4894,5024812.142,45.36091433,-75.76901033,9478
20--9817,2020/12/21,6:06 PM,MONTREAL RD btwn OGILVIE RD & LAPORTE ST (__3ZA2D7),__3ZA2D7,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,375663.4278,5034562.324,45.44739881,-75.59408379,9479
20--9818,2020/12/21,6:30 AM,SMYTH RD @ SMYTH RD NORTH SIDE RAMP/SMYTH RD S (0006582),6582,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,03 - Yield sign,01 - Functioning,2,0,0,0,,0,,,,,369917.178,5029121.401,45.39900249,-75.66825478,9480
20--9236,2020/12/01,5:04 PM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383951.7629,5036159.557,45.46087985,-75.48788464,9481
20--9819,2020/12/21,6:39 PM,BANK ST btwn BLAIS RD & RIDEAU RD (__3ZA29L),__3ZA29L,04 - At/near private drive,02 - Non-fatal injury,07 - SMV other,"07 - Fog, mist, smoke, dust",07 - Dark,02 - Wet,10 - No control,,1,0,0,1,03 - Major,1,,,1,,376935.2606,5017890.279,45.29726244,-75.58026162,9482
20--982,2020/01/20,6:15 PM,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR (__3ZA1MC),__3ZA1MC,04 - At/near private drive,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,371679.9541,5033882.278,45.44167259,-75.64509497,9483
20--9820,2020/12/21,7:23 AM,ENTERPRISE AVE btwn TRADE ST & MERIVALE RD (__3ZBPIL),__3ZBPIL,04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,03 - Dawn,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,365755.7243,5021376.251,45.32968772,-75.72235958,9484
20--9821,2020/12/21,7:34 AM,WOODROFFE AVE btwn GEORGINA DR & HWY417 IC127 RAMP36 (__3ZA4L6),__3ZA4L6,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,03 - Dawn,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,362028.7087,5025074.36,45.36327692,-75.76947494,9485
20--9822,2020/12/21,8:15 PM,CANAAN RD btwn REGIONAL ROAD 174 & WILHAVEN DR (__3ZA5F5),__3ZA5F5,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,395923.5257,5043044.947,45.521366,-75.3335531,9486
20--9823,2020/12/21,8:54 AM,LEITRIM RD S @ RAMSAYVILLE RD (0013708),13708,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,1,0,0,0,,0,,,,,378785.7671,5023729.505,45.3496084,-75.55579808,9487
20--9824,2020/12/21,9:41 PM,ALBION RD/COLLISTON CRES E @ WALKLEY RD (0011422),11422,03 - At intersection,02 - Non-fatal injury,07 - SMV other,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,371033.7444,5026354.538,45.37400254,-75.65436566,9488
20--9825,2020/12/22,1:04 PM,PINECREST RD @ RICHMOND RD (0002353),2353,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360072.6728,5024471.505,45.35800941,-75.79450924,9489
20--9826,2020/12/22,1:35 PM,MEADOWLANDS DR btwn CLAYMOR AVE & DEBRA AVE (__3ZA3GTA),__3ZA3GTA,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,367174.1989,5025560.127,45.36720879,-75.7037375,9490
20--9827,2020/12/22,10:02 AM,BOOTH ST @ LOUISA ST (0006503),6503,02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,366802.7062,5029770.558,45.40512617,-75.70795056,9491
20--9828,2020/12/22,10:21 AM,ST. JOSEPH BLVD btwn MAISONNEUVE ST & GABRIEL ST (__3ZA2AU),__3ZA2AU,04 - At/near private drive,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,381516.639,5037619.712,45.47428875,-75.51879004,9492
20--9829,2020/12/22,10:58 AM,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD (0011858),11858,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,351269.7203,5018181.757,45.30205159,-75.90745242,9493
20--983,2020/01/20,6:31 AM,PRINCE OF WALES DR btwn WATERBRIDGE DR & CRESTWAY DR (__3ZA294),__3ZA294,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,10 - No control,,3,0,0,0,,0,,,,,367358.8015,5016445.454,45.28518,-75.70253273,9494
20--9830,2020/12/22,Unknown,FAIRLEA CRES btwn HEATHERINGTON RD & GORE PRIV (__3ZBORS),__3ZBORS,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,372077.4866,5026675.799,45.37679369,-75.64099749,9495
20--9831,2020/12/22,Unknown,GEORGE ST btwn SUSSEX DR & 26 W OF BYWARD MARKET/FREIMAN MALL (__3ZA40PA),__3ZA40PA,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,367903.1889,5032152.445,45.42645928,-75.69358891,9496
20--9832,2020/12/22,Unknown,PUTNEY CRES btwn BRIXTON WAY & FINSBURY AVE (e___2KRV),e___2KRV,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,352149.977,5014788.265,45.27145724,-75.89655252,9497
20--9833,2020/12/22,12:17 PM,BANK ST btwn RIVERSIDE DR & BILLINGS TRANSIT (__3ZA3NMA),__3ZA3NMA,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369373.3158,5027820.065,45.38734387,-75.67537115,9498
20--9834,2020/12/22,12:30 PM,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34 (__3ZAZLC),__3ZAZLC,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,360399.5945,5014192.765,45.26549502,-75.79149016,9499
20--9835,2020/12/22,2:29 PM,TERRY FOX DR btwn PALLADIUM DR & MAPLE GROVE RD (__3ZA3DN),__3ZA3DN,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,351371.3875,5018072.101,45.30105814,-75.90616641,9500
20--9836,2020/12/22,2:40 PM,BANK ST @ POWELL AVE (0007236),7236,03 - At intersection,02 - Non-fatal injury,99 - Other,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,368173.7,5029945.566,45.40657806,-75.69041614,9501
20--9837,2020/12/22,3:13 PM,REGENT ST btwn BANK ST & HOWICK PL (__3ZA91B),__3ZA91B,04 - At/near private drive,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,368451.7066,5029342.92,45.40113042,-75.68694282,9502
20--9838,2020/12/22,3:43 PM,CLYDE AVE btwn STARWOOD RD & LOTTA AVE (__3ZA4HC),__3ZA4HC,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,364483.8166,5024599.162,45.35879642,-75.73819557,9503
20--9839,2020/12/22,4:21 PM,WOODROFFE AVE btwn FALLOWFIELD RD & EARL MULLIGAN DR (__3ZA3IL),__3ZA3IL,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,365154.5867,5017737.712,45.2970004,-75.7304711,9504
20--984,2020/01/20,6:40 PM,RONDEL ST btwn INNES RD & ORIENT PARK DR (__3ZA7MJ),__3ZA7MJ,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,378854.8187,5033191.024,45.43472997,-75.55349695,9505
20--9840,2020/12/22,4:22 PM,BANK ST @ RIVERDALE AVE (0007210),7210,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,369077.5308,5028116.986,45.39004268,-75.67910938,9506
